"総勘定元帳 (2023年10月~2024年03月）"
"勘定科目","取引日","決算整理仕訳","相手勘定科目","税区分","取引先","品目","部門","管理番号","メモタグ","備考","勘定科目コード","相手取引先","相手品目","相手部門","相手メモタグ","相手備考","相手勘定科目コード","取引内容","発行元","借方金額","貸方金額","残高"
"三菱ＵＦＪ　県央みずほ","2023-10-25","0","［製］通信費","対象外","","","","","","","","","","県央みずほ斎場","","","つうしんひ","電話","","","2698","1717591"
"三菱ＵＦＪ　県央みずほ","2023-10-26","0","売掛金","対象外","","","","","","","","","","県央みずほ斎場","","","142","振込２・サイタマケンオウコウイキジム","","7658000","","9375591"
"三菱ＵＦＪ　県央みずほ","2023-10-26","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","","","","","","","","","","","","振替ＢＩＺ・５３４－フ０００８６５３","","","3324000","6051591"
"三菱ＵＦＪ　県央みずほ","2023-10-31","0","［製］通信費","対象外","","","","","","","","","","県央みずほ斎場","","","つうしんひ","電話・ドコモケイタイ","","","3281","6048310"
"三菱ＵＦＪ　県央みずほ","2023-10-31","0","未払金","対象外","","","","","","","","","","県央みずほ斎場","","","420","総給振・ソウゴウフリコミ　　　ＢＩＺ","","","3456030","2592280"
"三菱ＵＦＪ　県央みずほ","2023-10-31","0","［製］支払手数料","対象外","","","","","","","","","","県央みずほ斎場","","","しはら","振込手数料","","","1100","2591180"
"三菱ＵＦＪ　県央みずほ","2023-11-06","0","［製］水道光熱費","対象外","","","","","","","","","","県央みずほ斎場","","","すいどう","口座振替３・カ）サイサン　フリカエ","","","4206","2586974"
"三菱ＵＦＪ　県央みずほ","2023-11-06","0","［製］外注費","対象外","","","","","","","","","","県央みずほ斎場","","","せいがいちゅうひ","口座振替３・ＲＫ．ソウゴウケイビ","","","3630","2583344"
"三菱ＵＦＪ　県央みずほ","2023-11-06","0","［製］外注費","対象外","","","","","","","","","","県央みずほ斎場","","","せいがいちゅうひ","口座振替３・ＲＫ．ソウゴウケイビ","","","27500","2555844"
"三菱ＵＦＪ　県央みずほ","2023-11-08","0","［製］水道光熱費","対象外","","","","","","","","","","県央みずほ斎場","","","すいどう","電気・トウキヨウデンリヨク","","","10903","2544941"
"三菱ＵＦＪ　県央みずほ","2023-11-10","0","［製］通信費","対象外","","","","","","","","","","県央みずほ斎場","","","つうしんひ","電話","","","5647","2539294"
"三菱ＵＦＪ　県央みずほ","2023-11-10","0","［製］通信費","対象外","","","","","","","","","","県央みずほ斎場","","","つうしんひ","電話・ＮＴＴコミユニケ－シヨン","","","1084","2538210"
"三菱ＵＦＪ　県央みずほ","2023-11-15","0","［製］水道光熱費","対象外","","","","","","","","","","県央みずほ斎場","","","すいどう","水道・コウノスシジヨウゲス","","","235400","2302810"
"三菱ＵＦＪ　県央みずほ","2023-11-16","0","仮払金","対象外","","","","","","","","","小口現金","","","","176","カードＣ１・セブンギンコウＡＴＭ","","","200000","2102810"
"三菱ＵＦＪ　県央みずほ","2023-11-16","0","［製］支払手数料","対象外","","","","","","","","","","県央みずほ斎場","","","しはら","手数料","","","220","2102590"
"三菱ＵＦＪ　美唄","2023-10-24","0","前日繰越","","","","","","","","","","","","","","","","","","","3613086"
"三菱ＵＦＪ　美唄","2023-10-24","0","売掛金","対象外","","","","","","","","","","美唄市火葬場","","","142","振込１・ビバイシセイカツカンキ","","6870500","","10483586"
"三菱ＵＦＪ　美唄","2023-10-25","0","［製］通信費","対象外","","","","","","","","","","美唄市火葬場","","","つうしんひ","電話","","","2643","10480943"
"三菱ＵＦＪ　美唄","2023-10-25","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","","","","","","","","",""," ","","振替ＢＩＺ・５３４－フ０００８６５３","","","3000000","7480943"
"三菱ＵＦＪ　美唄","2023-10-31","0","［製］通信費","対象外","","","","","","","","","","美唄市火葬場","","","つうしんひ","電話・ドコモケイタイ","","","3281","7477662"
"三菱ＵＦＪ　美唄","2023-10-31","0","未払金","対象外","","","","","","","","","","美唄市火葬場","","","420","総給振・ソウゴウフリコミ　　　ＢＩＺ","","","200255","7277407"
"三菱ＵＦＪ　美唄","2023-10-31","0","［製］支払手数料","対象外","","","","","","","","","","美唄市火葬場","","","しはら","振込手数料","","","550","7276857"
"三菱ＵＦＪ　美唄","2023-11-08","0","仮払金","対象外","","","","","","","","","小口現金","美唄市火葬場","","","176","カードＣ１・セブンギンコウＡＴＭ","","","200000","7076857"
"三菱ＵＦＪ　美唄","2023-11-08","0","［製］支払手数料","対象外","","","","","","","","","","美唄市火葬場","","","しはら","手数料","","","220","7076637"
"三菱ＵＦＪ　美唄","2023-11-08","0","仮払金","対象外","","","","","","","","","小口現金","美唄市火葬場","","","176","カードＣ１・セブンギンコウＡＴＭ","","","200000","6876637"
"三菱ＵＦＪ　美唄","2023-11-08","0","［製］支払手数料","対象外","","","","","","","","","","美唄市火葬場","","","しはら","手数料","","","220","6876417"
"三菱ＵＦＪ　北九州","2023-10-24","0","前日繰越","","","","","","","","","","","","","","","","","","","1275777"
"三菱ＵＦＪ　北九州","2023-10-27","0","［製］地代家賃","対象外","","","","","","","","","","北九州市西部斎場","","","","口座振替４・ＮＳ　チンリヨウ","","","60830","1214947"
"三菱ＵＦＪ　北九州","2023-10-28","0","仮払金","対象外","","","","","","","","","小口現金","","","","176","カードＣ１・セブンギンコウＡＴＭ","","","100000","1114947"
"三菱ＵＦＪ　北九州","2023-10-28","0","［製］支払手数料","対象外","","","","","","","","","","北九州市西部斎場","","","しはら","手数料","","","330","1114617"
"三菱ＵＦＪ　北九州","2023-10-31","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","","","","","","","","","","","","振替ＢＩＺ・５３４－フ０００８６５３","","1000000","","2114617"
"三菱ＵＦＪ　北九州","2023-10-31","0","未払金","対象外","","","","","","","","","","","","","420","総給振・ソウゴウフリコミ　　　ＢＩＺ","","","1497760","616857"
"三菱ＵＦＪ　北九州","2023-10-31","0","［製］支払手数料","対象外","","","","","","","","","","北九州市西部斎場","","","しはら","振込手数料","","","550","616307"
"三菱ＵＦＪ　北九州","2023-11-02","0","売掛金","対象外","","","","","","","","","","北九州市西部斎場","","","142","振込２・キタキユウシユウシ　カイケイカ","","6519000","","7135307"
"三菱ＵＦＪ　北九州","2023-11-02","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","","","","","","","","",""," ","","振替ＢＩＺ・５３４－フ０００８６５３","","","1000000","6135307"
"三菱ＵＦＪ　北九州","2023-11-06","0","［製］リース料","対象外","","","","","","","","","","北九州市西部斎場","","","りす","口座振替３・シヤ－プフアイナンス","","","3850","6131457"
"三菱ＵＦＪ　北九州","2023-11-06","0","［製］リース料","対象外","","","","","","","","","","北九州市西部斎場","","","りす","口座振替３・リコ－リ－ス　（カ","","","12760","6118697"
"三菱ＵＦＪ　北九州","2023-11-10","0","仮払金","対象外","","","","","","","","","小口現金","","","","176","カードＣ１・セブンギンコウＡＴＭ","","","100000","6018697"
"三菱ＵＦＪ　北九州","2023-11-10","0","［製］支払手数料","対象外","","","","","","","","","","北九州市西部斎場","","","しはら","手数料","","","220","6018477"
"三菱ＵＦＪ　北九州","2023-11-13","0","［製］水道光熱費","対象外","","","","","","","","","","北九州市西部斎場","","","すいどう","口座振替３・ＤＦ．ニシニホンエキカカ","","","3320","6015157"
"三菱ＵＦＪ　北九州","2023-11-14","0","仮払金","対象外","","","","","","","","","小口現金","北九州市西部斎場","","","176","カードＣ１","","","100000","5915157"
"三菱ＵＦＪ　北九州","2023-11-14","0","［製］支払手数料","対象外","","","","","","","","","","北九州市西部斎場","","","しはら","手数料","","","198","5914959"
"三菱ＵＦＪ　北九州","2023-11-17","0","売上高","対象外","","","","","","","","","","北九州市西部斎場","","","700","振込１・ザイ）キタキユウシユウシボ","","10188","","5925147"
"三菱ＵＦＪ　小林・佃","2023-10-24","0","前日繰越","","","","","","","","","","","","","","","","","","","1397482"
"三菱ＵＦＪ　小林・佃","2023-10-25","0","［製］支払手数料","対象外","","","","","","","","","","小林・佃斎場","","","しはら","為替手数料・フリコミ　テスウリヨウ","","","770","1396712"
"三菱ＵＦＪ　小林・佃","2023-10-25","0","［製］支払手数料","対象外","","","","","","","","","","小林・佃斎場","","","しはら","手数料","","","110","1396602"
"三菱ＵＦＪ　小林・佃","2023-10-25","0","［製］外注費","対象外","","","","","","","","","","小林・佃斎場","","","せいがいちゅうひ","振込８・カ）タニツクス","","","257210","1139392"
"三菱ＵＦＪ　小林・佃","2023-10-27","0","［製］水道光熱費","対象外","","","","","","","","","","小林・佃斎場","","","すいどう","ガス・０５ネン１０ガツブン","","","5741","1133651"
"三菱ＵＦＪ　小林・佃","2023-10-27","0","［製］水道光熱費","対象外","","","","","","","","","","小林・佃斎場","","","すいどう","ガス・０５ネン１０ガツブン","","","224127","909524"
"三菱ＵＦＪ　小林・佃","2023-10-31","0","売掛金","対象外","","","","","","","","","","小林・佃斎場","","","142","振込２・シ　カンキヨウキヨク","","43072731","","43982255"
"三菱ＵＦＪ　小林・佃","2023-10-31","0","雑収入","対象外","","","","","","","","","","小林・佃斎場","","","816","振込２・サントリ－ビバレツシ","","8148","","43990403"
"三菱ＵＦＪ　小林・佃","2023-10-31","0","雑収入","対象外","","","","","","","","","","小林・佃斎場","","","816","振込２・サントリ－ビバレツシ","","22297","","44012700"
"三菱ＵＦＪ　小林・佃","2023-10-31","0","［製］通信費","対象外","","","","","","","","","","小林・佃斎場","","","つうしんひ","電話・ドコモケイタイ","","","3281","44009419"
"三菱ＵＦＪ　小林・佃","2023-10-31","0","未払金","対象外","","","","","","","","","","小林・佃斎場","","","420","総給振・ソウゴウフリコミ　　　ＢＩＺ","","","6599072","37410347"
"三菱ＵＦＪ　小林・佃","2023-10-31","0","［製］支払手数料","対象外","","","","","","","","","","小林・佃斎場","","","しはら","振込手数料","","","2860","37407487"
"三菱ＵＦＪ　小林・佃","2023-10-31","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","","","","","","","","","","","","振替ＢＩＺ・５３４－フ０００８６５３","","","18585000","18822487"
"三菱ＵＦＪ　小林・佃","2023-11-06","0","［製］リース料","対象外","","","","","","","","","","小林・佃斎場","","","りす","口座振替３・リコ－リ－ス　（カ","","","29370","18793117"
"三菱ＵＦＪ　小林・佃","2023-11-10","0","［製］支払手数料","対象外","","","","","","","","","","小林・佃斎場","","","しはら","為替手数料・フリコミ　テスウリヨウ","","","770","18792347"
"三菱ＵＦＪ　小林・佃","2023-11-10","0","［製］消耗品費","対象外","","","","","","","","","","小林・佃斎場","","","","振込８・ラクテン（テンポ－ズ","","","292000","18500347"
"三菱ＵＦＪ　小林・佃","2023-11-14","0","仮払金","対象外","","","","","","","","","小口現金","","","","176","カードＣ１・セブンギンコウＡＴＭ","","","100000","18400347"
"三菱ＵＦＪ　小林・佃","2023-11-14","0","［製］支払手数料","対象外","","","","","","","","","","小林・佃斎場","","","しはら","手数料","","","220","18400127"
"三菱ＵＦＪ　加西市斎場","2023-10-24","0","前日繰越","","","","","","","","","","","","","","","","","","","228186"
"三菱ＵＦＪ　加西市斎場","2023-10-26","0","仮払金","対象外","","","","","","","","","小口現金","","","","176","カードＣ１・セブンギンコウＡＴＭ","","","30000","198186"
"三菱ＵＦＪ　加西市斎場","2023-10-26","0","［製］支払手数料","対象外","","","","","","","","","","いずみ霊園","","","しはら","手数料","","","220","197966"
"三菱ＵＦＪ　加西市斎場","2023-10-26","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","","",""," ","","","","","","","","振替ＢＩＺ・５３４－フ０００８６５３","","50000","","247966"
"三菱ＵＦＪ　加西市斎場","2023-11-02","0","仮払金","対象外","","","","","","","","","小口現金","","","","176","カードＣ１・セブンギンコウＡＴＭ","","","50000","197966"
"三菱ＵＦＪ　加西市斎場","2023-11-02","0","［製］支払手数料","対象外","","","","","","","","","","いずみ霊園","","","しはら","手数料","","","220","197746"
"三菱ＵＦＪ　加西市斎場","2023-11-02","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","","",""," ","","","","","","","","振替ＢＩＺ・５３４－フ０００８６５３","","100000","","297746"
"三菱ＵＦＪ　千葉市","2023-10-24","0","前日繰越","","","","","","","","","","","","","","","","","","","4738833"
"三菱ＵＦＪ　千葉市","2023-10-25","0","［製］地代家賃","対象外","","","","","","","","","","千葉市斎場","","","","振込１・トウキヨウワツクス（カ","","60000","","4798833"
"三菱ＵＦＪ　千葉市","2023-10-25","0","［製］地代家賃","対象外","","","","","","","","","","千葉市斎場","","","","総給振・ソウゴウフリコミ　　　ＢＩＺ","","","120000","4678833"
"三菱ＵＦＪ　千葉市","2023-10-25","0","［製］支払手数料","対象外","","","","","","","","","","千葉市斎場","","","しはら","振込手数料","","","550","4678283"
"三菱ＵＦＪ　千葉市","2023-10-26","0","［製］リース料","対象外","","","","","","","","","","千葉市斎場","","","りす","口座振替４・ダイワリ－ス（ＳＭＦＳ","","","112200","4566083"
"三菱ＵＦＪ　千葉市","2023-10-27","0","仮払金","対象外","","","","","","","","","小口現金","千葉市斎場","","","176","カードＣ１・セブンギンコウＡＴＭ","","","200000","4366083"
"三菱ＵＦＪ　千葉市","2023-10-27","0","［製］支払手数料","対象外","","","","","","","","","","千葉市斎場","","","しはら","手数料","","","220","4365863"
"三菱ＵＦＪ　千葉市","2023-10-31","0","［製］通信費","対象外","","","","","","","","","","千葉市斎場","","","つうしんひ","電話・ドコモケイタイ","","","2747","4363116"
"三菱ＵＦＪ　千葉市","2023-10-31","0","売掛金","対象外","","","","","","","","","","千葉市斎場","","","142","振込１・チバシセイカツエイセイ","","30435333","","34798449"
"三菱ＵＦＪ　千葉市","2023-10-31","0","［製］地代家賃","対象外","","","","","","","","","","千葉市斎場","","","","総給振・ソウゴウフリコミ　　　ＢＩＺ","","","15410350","19388099"
"三菱ＵＦＪ　千葉市","2023-10-31","0","［製］支払手数料","対象外","","","","","","","","","","千葉市斎場","","","しはら","振込手数料","","","2090","19386009"
"三菱ＵＦＪ　千葉市","2023-10-31","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","","","","","","","","","","","","振替ＢＩＺ・５３４－フ０００８６５３","","","13000000","6386009"
"三菱ＵＦＪ　千葉市","2023-10-31","0","仮払金","対象外","","","","","","","","","小口現金","千葉市斎場","","","176","カードＣ１・セブンギンコウＡＴＭ","","","200000","6186009"
"三菱ＵＦＪ　千葉市","2023-10-31","0","仮払金","対象外","","","","","","","","","小口現金","千葉市斎場","","","176","カードＣ１・セブンギンコウＡＴＭ","","","150000","6036009"
"三菱ＵＦＪ　千葉市","2023-11-06","0","［製］リース料","対象外","","","","","","","","","","千葉市斎場","","","りす","口座振替３・リコ－リ－ス　（カ","","","27170","6008839"
"三菱ＵＦＪ　千葉市","2023-11-06","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","","","","","","","","","","","","振替ＢＩＺ・５３４－フ０００８６５３","","5000000","","11008839"
"三菱ＵＦＪ　千葉市","2023-11-06","0","仮払金","対象外","","","","","","","","","小口現金","千葉市斎場","","","176","カードＣ１・セブンギンコウＡＴＭ","","","200000","10808839"
"三菱ＵＦＪ　千葉市","2023-11-06","0","［製］支払手数料","対象外","","","","","","","","","","千葉市斎場","","","しはら","手数料","","","220","10808619"
"三菱ＵＦＪ　千葉市","2023-11-06","0","仮払金","対象外","","","","","","","","","小口現金","千葉市斎場","","","176","カードＣ１・セブンギンコウＡＴＭ","","","200000","10608619"
"三菱ＵＦＪ　千葉市","2023-11-06","0","［製］支払手数料","対象外","","","","","","","","","","千葉市斎場","","","しはら","手数料","","","220","10608399"
"三菱ＵＦＪ　千葉市","2023-11-13","0","［製］水道光熱費","対象外","","","","","","","","","","千葉市斎場","","","すいどう","ガス・トウキヨウガス","","","3240338","7368061"
"三菱ＵＦＪ　千葉市","2023-11-16","0","［製］水道光熱費","対象外","","","","","","","","","","千葉市斎場","","","すいどう","水道・チバケンスイドウ","","","585130","6782931"
"三菱ＵＦＪ　西都","2023-10-24","0","前日繰越","","","","","","","","","","","","","","","","","","","266346"
"三菱ＵＦＪ　西都","2023-11-01","0","仮払金","対象外","","","","","","","","","小口現金","","","","176","カードＣ１・セブンギンコウＡＴＭ","","","20000","246346"
"三菱ＵＦＪ　西都","2023-11-01","0","［製］支払手数料","対象外","","","","","","","","","","西都市斎場","","","しはら","手数料","","","220","246126"
"三菱ＵＦＪ　琵琶湖","2023-10-24","0","前日繰越","","","","","","","","","","","","","","","","","","","303395"
"三菱ＵＦＪ　琵琶湖","2023-10-31","0","雑収入","対象外","","","","","","","","","","琵琶湖大橋料金所","","","816","振込２・コカ．コ－ラボトラ－ス","","7059","","310454"
"三菱ＵＦＪ　琵琶湖","2023-10-31","0","［製］通信費","対象外","","","","","","","","","","琵琶湖大橋料金所","","","つうしんひ","電話・ドコモケイタイ","","","2181","308273"
"三菱ＵＦＪ　琵琶湖","2023-10-31","0","［製］通信費","対象外","","","","","","","","","","琵琶湖大橋料金所","","","つうしんひ","電話","","","5220","303053"
"三菱ＵＦＪ　琵琶湖","2023-10-31","0","［製］通信費","対象外","","","","","","","","","","琵琶湖大橋料金所","","","つうしんひ","電話","","","8683","294370"
"三菱ＵＦＪ　琵琶湖","2023-11-01","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","","",""," ","","","","","","","","振替ＢＩＺ・５３４－フ０００８６５３","","100000","","394370"
"三菱ＵＦＪ　琵琶湖","2023-11-02","0","仮払金","対象外","","","","","","","","","小口現金","","","","176","カ－ド","","","300000","94370"
"三菱ＵＦＪ　琵琶湖","2023-11-02","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","","",""," ","","","","","","","","振替ＢＩＺ・５３４－フ０００８６５３","","300000","","394370"
"三菱ＵＦＪ　琵琶湖","2023-11-06","0","［製］リース料","対象外","","","","","","","","","","琵琶湖大橋料金所","","","りす","口座振替３・リコ－リ－ス　（カ","","","16280","378090"
"三菱ＵＦＪ　琵琶湖","2023-11-08","0","［製］水道光熱費","対象外","","","","","","","","","","琵琶湖大橋料金所","","","すいどう","水道・オオツシキギヨウキヨク","","","8711","369379"
"三菱ＵＦＪ　みきやま","2023-10-24","0","前日繰越","","","","","","","","","","","","","","","","","","","768659"
"三菱ＵＦＪ　みきやま","2023-10-24","0","仮払金","対象外","","","","","","","","","小口現金","","","","176","カードＣ１","","","100000","668659"
"三菱ＵＦＪ　みきやま","2023-10-24","0","［製］支払手数料","対象外","","","","","","","","","","みきやま斎場","","","しはら","手数料","","","220","668439"
"三菱ＵＦＪ　みきやま","2023-10-25","0","売掛金","対象外","","","","","","","","","","みきやま斎場","","","142","振込２・ミキシカイケイカンリシヤ","","6942250","","7610689"
"三菱ＵＦＪ　みきやま","2023-10-25","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","","","","","","","","",""," ","","振替ＢＩＺ・５３４－フ０００８６５３","","","4710000","2900689"
"三菱ＵＦＪ　みきやま","2023-10-27","0","売上高","対象外","","","","","","","","","","みきやま斎場（動物火葬）","","","700","カードＣ１","","90000","","2990689"
"三菱ＵＦＪ　みきやま","2023-10-27","0","［製］支払手数料","対象外","","","","","","","","","","みきやま斎場","","","しはら","手数料","","","330","2990359"
"三菱ＵＦＪ　みきやま","2023-10-31","0","未払金","対象外","","","","","","","","","","みきやま斎場","","","420","総給振・ソウゴウフリコミ　　　ＢＩＺ","","","473791","2516568"
"三菱ＵＦＪ　みきやま","2023-10-31","0","［製］支払手数料","対象外","","","","","","","","","","みきやま斎場","","","しはら","振込手数料","","","1430","2515138"
"三菱ＵＦＪ　みきやま","2023-11-02","0","売掛金","対象外","","","","","","","","","","みきやま斎場","","","142","振込２・ミキシカイケイカンリシヤ","","4142250","","6657388"
"三菱ＵＦＪ　みきやま","2023-11-03","0","売上高","対象外","","","","","","","","","","みきやま斎場（動物火葬）","","","700","カードＣ１","","76000","","6733388"
"三菱ＵＦＪ　みきやま","2023-11-03","0","［製］支払手数料","対象外","","","","","","","","","","みきやま斎場","","","しはら","手数料","","","330","6733058"
"三菱ＵＦＪ　みきやま","2023-11-06","0","［製］水道光熱費","対象外","","","","","","","","","","みきやま斎場","","","すいどう","電気・５ネン１０ガツブン","","","185341","6547717"
"三菱ＵＦＪ　みきやま","2023-11-10","0","売上高","対象外","","","","","","","","","","みきやま斎場（動物火葬）","","","700","カードＣ１","","38000","","6585717"
"三菱ＵＦＪ　みきやま","2023-11-10","0","［製］支払手数料","対象外","","","","","","","","","","みきやま斎場","","","しはら","手数料","","","330","6585387"
"三菱ＵＦＪ　みきやま","2023-11-13","0","［製］水道光熱費","対象外","","","","","","","","","","みきやま斎場","","","すいどう","ガス・オオサカガス","","","757425","5827962"
"三菱ＵＦＪ　みきやま","2023-11-17","0","売上高","対象外","","","","","","","","","","みきやま斎場（動物火葬）","","","700","カードＣ１","","61000","","5888962"
"三菱ＵＦＪ　みきやま","2023-11-17","0","［製］支払手数料","対象外","","","","","","","","","","みきやま斎場","","","しはら","手数料","","","330","5888632"
"三菱ＵＦＪ　富士宮","2023-10-24","0","前日繰越","","","","","","","","","","","","","","","","","","","1062333"
"三菱ＵＦＪ　富士宮","2023-10-25","0","売掛金","対象外","","","","","","","","","","富士宮聖苑","","","142","振込２・フジノミヤシカイケイカンリシ","","3277000","","4339333"
"三菱ＵＦＪ　富士宮","2023-10-25","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","","","","","","","","","","","","振替ＢＩＺ・５３４－フ０００８６５３","","","1843000","2496333"
"三菱ＵＦＪ　富士宮","2023-10-25","0","［製］支払手数料","対象外","","","","","","","","","","富士宮聖苑","","","しはら","為替手数料・フリコミ　テスウリヨウ","","","330","2496003"
"三菱ＵＦＪ　富士宮","2023-10-25","0","［製］消耗品費","対象外","","","","","","","","","","富士宮聖苑","","","","振込ＢＺ１・サン　ギヤザ－（カ","","","900000","1596003"
"三菱ＵＦＪ　富士宮","2023-10-30","0","［製］水道光熱費","対象外","","","","","","","","","","富士宮聖苑","","","すいどう","電気・トウキヨウデンリヨク","","","5763","1590240"
"三菱ＵＦＪ　富士宮","2023-10-31","0","［製］通信費","対象外","","","","","","","","","","富士宮聖苑","","","つうしんひ","電話・ドコモケイタイ","","","3754","1586486"
"三菱ＵＦＪ　富士宮","2023-10-31","0","未払金","対象外","","","","","","","","","","富士宮聖苑","","","420","総給振・ソウゴウフリコミ　　　ＢＩＺ","","","798430","788056"
"三菱ＵＦＪ　富士宮","2023-10-31","0","［製］支払手数料","対象外","","","","","","","","","","富士宮聖苑","","","しはら","振込手数料","","","1650","786406"
"三菱ＵＦＪ　富士宮","2023-11-06","0","仮払金","対象外","","","","","","","","","","","","","176","カードＣ１","","","100000","686406"
"三菱ＵＦＪ　富士宮","2023-11-06","0","［製］支払手数料","対象外","","","","","","","","","","富士宮聖苑","","","しはら","手数料","","","198","686208"
"三菱ＵＦＪ　北・鶴見","2023-10-24","0","前日繰越","","","","","","","","","","","","","","","","","","","5130150"
"三菱ＵＦＪ　北・鶴見","2023-10-31","0","売掛金","対象外","","","","","","","","","","北・鶴見斎場","","","142","振込２・シ　カンキヨウキヨク","","88958013","","94088163"
"三菱ＵＦＪ　北・鶴見","2023-10-31","0","雑収入","対象外","","","","","","","","","","北・鶴見斎場","","","816","振込２・サントリ－ビバレツシ","","22629","","94110792"
"三菱ＵＦＪ　北・鶴見","2023-10-31","0","雑収入","対象外","","","","","","","","","","北・鶴見斎場","","","816","振込２・サントリ－ビバレツシ","","61489","","94172281"
"三菱ＵＦＪ　北・鶴見","2023-10-31","0","未払金","対象外","","","","","","","","","","北・鶴見斎場","","","420","総給振・ソウゴウフリコミ　　　ＢＩＺ","","","10347650","83824631"
"三菱ＵＦＪ　北・鶴見","2023-10-31","0","［製］支払手数料","対象外","","","","","","","","","","北・鶴見斎場","","","しはら","振込手数料","","","3300","83821331"
"三菱ＵＦＪ　北・鶴見","2023-10-31","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","","","","","","","","","","","","振替ＢＩＺ・５３４－フ０００８６５３","","","31842000","51979331"
"三菱ＵＦＪ　北・鶴見","2023-11-01","0","［製］水道光熱費","対象外","","","","","","","","","","北・鶴見斎場","","","すいどう","水道・オオサカシ　スイドウ","","","88","51979243"
"三菱ＵＦＪ　北・鶴見","2023-11-01","0","［製］支払手数料","対象外","","","","","","","","","","北・鶴見斎場","","","しはら","為替手数料・フリコミ　テスウリヨウ","","","770","51978473"
"三菱ＵＦＪ　北・鶴見","2023-11-01","0","［製］消耗品費","対象外","","","","","","","","","","北・鶴見斎場","","","","振込８・ラクテン（ブングノブンク","","","157150","51821323"
"三菱ＵＦＪ　北・鶴見","2023-11-06","0","［製］リース料","対象外","","","","","","","","","","北・鶴見斎場","","","りす","口座振替３・リコ－リ－ス　（カ","","","29370","51791953"
"三菱ＵＦＪ　北・鶴見","2023-11-06","0","［製］リース料","対象外","","","","","","","","","","北・鶴見斎場","","","りす","振込ＢＺ２・ダイワリ－ス（カ","","","231000","51560953"
"三菱ＵＦＪ　北・鶴見","2023-11-06","0","［製］支払手数料","対象外","","","","","","","","","","北・鶴見斎場","","","しはら","為替手数料・フリコミ　テスウリヨウ","","","550","51560403"
"三菱ＵＦＪ　北・鶴見","2023-11-08","0","仮払金","対象外","","","","","","","","","小口現金","","","","176","カ－ド","","","50000","51510403"
"三菱ＵＦＪ　北・鶴見","2023-11-15","0","［製］水道光熱費","対象外","","","","","","","","","","北・鶴見斎場","","","すいどう","電気・５ネン１０ガツブン","","","1833096","49677307"
"三菱ＵＦＪ　北・鶴見","2023-11-15","0","［製］水道光熱費","対象外","","","","","","","","","","北・鶴見斎場","","","すいどう","電気・５ネン１０ガツブン","","","6213590","43463717"
"三菱ＵＦＪ　吹田","2023-10-24","0","前日繰越","","","","","","","","","","","","","","","","","","","2946809"
"三菱ＵＦＪ　吹田","2023-10-24","0","［製］水道光熱費","対象外","","","","","","","","","","吹田市斎場","","","すいどう","電気・５ネン１０ガツブン","","","3573","2943236"
"三菱ＵＦＪ　吹田","2023-10-25","0","売掛金","対象外","","","","","","","","","","吹田市斎場","","","142","振込２・スイタシカイケイカンリシヤ","","18308500","","21251736"
"三菱ＵＦＪ　吹田","2023-10-25","0","三菱ＵＦＪ　ＬＬＰメイン","対象外","","","","","","","","","","",""," ","","振替ＢＩＺ・５３４－フ０００８６５３","","","9330000","11921736"
"三菱ＵＦＪ　吹田","2023-10-28","0","仮払金","対象外","","","","","","","","","","","","","176","カ－ド","","","10000","11911736"
"三菱ＵＦＪ　吹田","2023-10-30","0","仮払金","対象外","","","","","","","","","","","","","176","カ－ド","","","10000","11901736"
"三菱ＵＦＪ　吹田","2023-10-31","0","［製］通信費","対象外","","","","","","","","","","吹田市斎場","","","つうしんひ","電話・ドコモケイタイ","","","4381","11897355"
"三菱ＵＦＪ　吹田","2023-10-31","0","［製］通信費","対象外","","","","","","","","","","吹田市斎場","","","つうしんひ","電話","","","9470","11887885"
"三菱ＵＦＪ　吹田","2023-10-31","0","未払金","対象外","","","","","","","","","","吹田市斎場","","","420","総給振・ソウゴウフリコミ　　　ＢＩＺ","","","482590","11405295"
"三菱ＵＦＪ　吹田","2023-10-31","0","［製］支払手数料","対象外","","","","","","","","","","吹田市斎場","","","しはら","振込手数料","","","330","11404965"
"三菱ＵＦＪ　吹田","2023-11-02","0","仮払金","対象外","","","","","","","","","","","","","176","カ－ド","","","120000","11284965"
"三菱ＵＦＪ　吹田","2023-11-09","0","仮払金","対象外","","","","","","","","","","","","","176","カ－ド","","","330000","10954965"
"三菱ＵＦＪ　吹田","2023-11-12","0","仮払金","対象外","","","","","","","","","","","","","176","カ－ド","","","10000","10944965"
"三菱ＵＦＪ　吹田","2023-11-13","0","仮払金","対象外","","","","","","","","","","","","","176","カ－ド","","","10000","10934965"
